图标,名称,来源版本,主题,图鉴编号,原始稀有度,原始价值,官方效果,官方描述,解锁条件,游戏稀有度（可编辑）,游戏价值（可编辑）,游戏效果（可编辑）,启用（可编辑）,备注（可编辑）,内部ID,图标URL
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_fight_29.png,特勤任务影像,IS7,沉沦者的黑流树海,141,SUPER_RARE,,我方单位的生命、攻击力、防御力+40%，指挥经验+20%,录制影像的人活下来了，下一位观看影像的特勤调查员，祝你好运。,,,,,是,,rogue_6_relic_fight_29,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_141.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_fight_30.png,探测先锋,IS7,沉沦者的黑流树海,142,RARE,,完成“追猎”作战后叠加1层并使下个区域初始行动力-1，每层使“猎犬proto”的生命和攻击力+20%,你幸运地在“追猎”中死里逃生，现颁发“探测先锋”奖章，以兹鼓励，期待下一次更精彩的表现。,,,,,是,,rogue_6_relic_fight_30,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_142.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_64.png,钝爪-屡战,IS7,沉沦者的黑流树海,143,NORMAL,,所有【先锋】干员的攻击力+50%，防御力+50%,一鼓作气，克敌机先。,,,,,是,,rogue_6_relic_legacy_64,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_143.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_65.png,钝爪-百战,IS7,沉沦者的黑流树海,144,RARE,,战斗开始60秒内，所有【先锋】攻击力+100%，防御力+100%,“当黑漆漆的敌人向我涌来时，我脑海里只想到四个字——它们完了。”,,,,,是,,rogue_6_relic_legacy_65,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_144.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_66.png,折戟-锋刃,IS7,沉沦者的黑流树海,145,NORMAL,,所有【近卫】干员的攻击力+25%,“这是你这个月砍坏的第七把刀了。”“但是我这个月砍了八个敌人。”,,,,,是,,rogue_6_relic_legacy_66,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_145.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_67.png,折戟-浴血,IS7,沉沦者的黑流树海,146,SUPER_RARE,,所有【近卫】干员在攻击后获得2点技力,愈战愈勇的战士十分少见，我们常需要安排一些心理辅导来缓和战后的情绪。,,,,,是,,rogue_6_relic_legacy_67,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_146.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_68.png,铁卫-侵掠,IS7,沉沦者的黑流树海,147,NORMAL,,所有【重装】干员的攻击力+60%,对队友和战略目的的保护行动往往会让人忽视他们原本的侵略性。,,,,,是,,rogue_6_relic_legacy_68,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_147.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_69.png,铁卫-整固,IS7,沉沦者的黑流树海,148,SUPER_RARE,,所有【重装】干员生命值+40%，防御力+40%，法术抗性+20,无论命运的打击多么沉重，扛下它。,,,,,是,,rogue_6_relic_legacy_69,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_148.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_70.png,残弩-突破,IS7,沉沦者的黑流树海,149,NORMAL,,所有【狙击】干员的部署费用-2，生命+60%,上膛，瞄准，开火，毁灭如期而至。,,,,,是,,rogue_6_relic_legacy_70,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_149.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_71.png,残弩-神速,IS7,沉沦者的黑流树海,150,SUPER_RARE,,所有【狙击】干员的攻击速度+70,据说古维多利亚的传奇弓手可以让箭矢几乎连成一线。,,,,,是,,rogue_6_relic_legacy_71,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_150.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_72.png,断杖-突破,IS7,沉沦者的黑流树海,151,NORMAL,,所有【术师】干员的部署费用-3，生命+60%,让技艺在指尖起舞，呼风唤雨，搅乱现实，达成你宏伟的目的。,,,,,是,,rogue_6_relic_legacy_72,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_151.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_73.png,断杖-波纹,IS7,沉沦者的黑流树海,152,RARE,,场上每有一名【术师】干员，所有敌人受到的法术伤害+12%（最多叠加8层）,调谐到同一频率，让我们奏起旋律。,,,,,是,,rogue_6_relic_legacy_73,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_152.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_74.png,医者-自医,IS7,沉沦者的黑流树海,153,RARE,,所有【医疗】干员的技力恢复+0.3/秒,谁说医者不能自医，他们只是选择给自己来一片提神药然后继续帮助别人而已。,,,,,是,,rogue_6_relic_legacy_74,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_153.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_75.png,医者-妙手,IS7,沉沦者的黑流树海,154,SUPER_RARE,,所有【医疗】干员的攻击速度+70,比起从死亡手里多抢回一条命的伟业，事后昏睡个三天算什么？,,,,,是,,rogue_6_relic_legacy_75,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_154.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_76.png,锈刃-突破,IS7,沉沦者的黑流树海,155,NORMAL,,所有【特种】干员的部署费用-3，生命+60%,手段有很多，结局却只有一种。,,,,,是,,rogue_6_relic_legacy_76,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_155.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_77.png,锈刃-可视静谧,IS7,沉沦者的黑流树海,156,RARE,,所有【特种】干员的再部署时间-35%,声音在阴影掠过的瞬间遇害，倾听它们的人将是下一位受害者。,,,,,是,,rogue_6_relic_legacy_77,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_156.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_78.png,支柱-突破,IS7,沉沦者的黑流树海,157,NORMAL,,所有【辅助】干员的部署费用-2，生命+60%,当“差一点完成任务”的时候，你需要的正是那个帮你补上“差一点”的人。,,,,,是,,rogue_6_relic_legacy_78,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_157.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_79.png,支柱-援护,IS7,沉沦者的黑流树海,158,RARE,,所有【辅助】干员使攻击范围内的我方单位攻击力+30%,递上饭食、指明路线、甚至是促膝谈心，胜败的关键就在这点滴之间。,,,,,是,,rogue_6_relic_legacy_79,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_158.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_80.png,支柱-勤奋,IS7,沉沦者的黑流树海,159,SUPER_RARE,,所有【辅助】干员的技力消耗-40%,即使是看似最微小的工作，干员们也会全力以赴。何况事实上，一点也不微小。,,,,,是,,rogue_6_relic_legacy_80,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_159.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_book_1.png,钝爪-先机,IS7,沉沦者的黑流树海,160,SUPER_RARE,,先锋干员开启技能时，立刻获得3点部署费用,争分夺秒，志在夺取有利位置。,,,,,是,,rogue_6_relic_book_1,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_160.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_book_2.png,折戟-避锋,IS7,沉沦者的黑流树海,161,RARE,,近卫干员受到攻击范围外敌人的攻击时，有75%概率闪避,退避并非怯战，而是为了下一次攻击。,,,,,是,,rogue_6_relic_book_2,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_161.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_book_3.png,铁卫-轻行,IS7,沉沦者的黑流树海,162,RARE,,重装干员首次部署费用-75%,丢掉繁琐的行囊后，守护者坚韧依旧。,,,,,是,,rogue_6_relic_book_3,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_162.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_book_4.png,残弩-神准,IS7,沉沦者的黑流树海,163,RARE,,狙击干员攻击面前直线上的敌人时，攻击力提升至140%,锁定直线目标一直是狙击干员的强项，在此基础上，多加火力也照样稳健。,,,,,是,,rogue_6_relic_book_4,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_163.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_book_5.png,断杖-同调,IS7,沉沦者的黑流树海,164,SUPER_RARE,,场上每有一名术师干员，术师干员技能结束时获得3点技力,“你的荣耀，你的耻辱，我感同身受。”,,,,,是,,rogue_6_relic_book_5,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_164.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_book_6.png,医者-地缘策略,IS7,沉沦者的黑流树海,165,NORMAL,,医疗干员攻击范围内的地面干员阻挡数+1，可叠加,其他干员总是喜欢围绕在医疗干员身边，听医者讲述关于即时疗愈的新方案。,,,,,是,,rogue_6_relic_book_6,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_165.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_book_7.png,锈刃-研磨,IS7,沉沦者的黑流树海,166,SUPER_RARE,,所有【特种】干员的攻击速度+50，攻击力+50%,磨不完的锈迹，做不尽的工作。,,,,,是,,rogue_6_relic_book_7,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_166.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_hand_1.png,开拓之手,IS7,沉沦者的黑流树海,167,SUPER_RARE,,尖兵、冲锋手、策士的部署费用-6，技力需求-50%；拥有钝爪-先机时，开启技能会给其他场上干员回复2点技力,先发制人，抢占先机。,,,,,是,,rogue_6_relic_hand_1,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_167.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_hand_2.png,诛戮之手,IS7,沉沦者的黑流树海,168,SUPER_RARE,,武者、无畏者、术战者对周围四格敌人造成的伤害提升至200%；拥有折戟-避锋时，击倒敌人后下次再部署时间和部署费用-50%,摧枯拉朽，力拔山兮。,,,,,是,,rogue_6_relic_hand_2,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_168.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_hand_3.png,坚御之手,IS7,沉沦者的黑流树海,169,SUPER_RARE,,铁卫、哨戒铁卫、不屈者部署时和技能结束后攻击力和最大生命+100%，加成在60秒内递减；拥有铁卫-轻行时，生命高于50%时阻挡数+3,坚守不移，抵抗到底。,,,,,是,,rogue_6_relic_hand_3,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_169.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_hand_4.png,慑空之手,IS7,沉沦者的黑流树海,170,SUPER_RARE,,炮手、散射手、裂空炮手开启技能时攻击力+150%，持续5秒；拥有残弩-神准时，每3秒获得3点技力,我自向天，藐视晴苍。,,,,,是,,rogue_6_relic_hand_4,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_170.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_hand_5.png,波纹之手,IS7,沉沦者的黑流树海,171,SUPER_RARE,,轰击术师、链术师、驭械术师每对一个单位造成伤害就回复2点技力值，拥有断杖-同调时，造成伤害后3秒内攻击力+20%（最高+100%）,一扫而过，震耳欲聋。,,,,,是,,rogue_6_relic_hand_5,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_171.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_hand_6.png,护愈之手,IS7,沉沦者的黑流树海,172,SUPER_RARE,,疗养师、行医、护佑者攻击范围内的我方干员免疫异常状态，拥有医者-地缘策略时，溢出的治疗量可以转化成等量的屏障（最大为100%生命上限）,将心比心，时刻呵护。,,,,,是,,rogue_6_relic_hand_6,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_172.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_hand_7.png,剿袭之手,IS7,沉沦者的黑流树海,173,SUPER_RARE,,敌人进入秘术师、神射手、猎手的攻击范围内时，受到一次攻击力300%的法术或物理伤害和50%的法术或物理脆弱（持续3秒）,视域之内，寸草不生。,选择【远程战术分队】完成游戏结局,,,,是,,rogue_6_relic_hand_7,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_173.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_assign_1.png,钝爪-新典训,IS7,沉沦者的黑流树海,174,NORMAL,,立即进阶一个【先锋】干员（不消耗希望），并使其：每次开启技能后攻击力+10%（最多+60%）,一套新的强力装备，一颗更加勇往直前的心。,,,,,是,,rogue_6_relic_assign_1,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_174.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_assign_2.png,断杖-新典训,IS7,沉沦者的黑流树海,175,NORMAL,,立即进阶一个【术师】干员（不消耗希望），并使其：攻击时降低目标5点法术抗性（最多降低25）,“我在垃圾桶里看到一本莱塔尼亚教材，是哪位干员不小心丢失的吗？”,,,,,是,,rogue_6_relic_assign_2,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_175.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_assign_3.png,折戟-新典训,IS7,沉沦者的黑流树海,176,NORMAL,,立即进阶一个【近卫】干员（不消耗希望），并使其：首次被击倒时回复100%生命,百步之外，弩箭与法术更快，但三步之内，还是剑更快。,,,,,是,,rogue_6_relic_assign_3,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_176.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_assign_4.png,铁卫-新典训,IS7,沉沦者的黑流树海,177,NORMAL,,立即进阶一个【重装】干员（不消耗希望），并使其：受到攻击时回复2技力,逝去的战士已成为划痕，永远被铭记于坚盾之上。,,,,,是,,rogue_6_relic_assign_4,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_177.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_assign_5.png,残弩-新典训,IS7,沉沦者的黑流树海,178,NORMAL,,立即进阶一个【狙击】干员（不消耗希望），并使其：攻击时无视目标50%的防御,“没射中不是你准头不行，给我加大火力，再来！”,,,,,是,,rogue_6_relic_assign_5,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_178.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_assign_6.png,医者-新典训,IS7,沉沦者的黑流树海,179,NORMAL,,立即进阶一个【医疗】干员（不消耗希望），并使其：治疗时使目标获得2技力,“我成为医疗干员的初衷是希望没有人再来找我看病，如果失业我也是心甘情愿的。”,,,,,是,,rogue_6_relic_assign_6,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_179.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_assign_7.png,锈刃-新典训,IS7,沉沦者的黑流树海,180,NORMAL,,立即进阶一个【特种】干员（不消耗希望），并使其：再部署时间-50%,即便是经常与特种干员进行实战练习的老手，依然无法精准把握“准备好被打”的时机。,,,,,是,,rogue_6_relic_assign_7,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_180.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_assign_8.png,支柱-新典训,IS7,沉沦者的黑流树海,181,NORMAL,,立即进阶一个【辅助】干员（不消耗希望），并使其：攻击范围内的敌人防御力和法术抗性-40%,别试图为辅助干员指定行动点位，他们自己的策略往往比制定好的计划更有效。,,,,,是,,rogue_6_relic_assign_8,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_181.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_assign_9.png,疗养礼品卡,IS7,沉沦者的黑流树海,182,RARE,,下一个招募或进阶的干员攻击速度+50,疗养庭院永远欢迎想和朋友一起来放松身心的干员。,,,,,是,,rogue_6_relic_assign_9,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E6%B2%89%E6%B2%A6%E8%80%85%E7%9A%84%E9%BB%91%E6%B5%81%E6%A0%91%E6%B5%B7_182.png
